TAIL,DAY_TO_GO,EQP,SUBFLEET,CHECK_MH,SCHED_DATE,STATION_NAME,DESCR,CHECK_SEQ
T313,43,321,321T,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T313,171,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T313,171,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T313,199,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T313,206,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T313,207,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T313,223,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T314,51,321,321T,120,,,CKC | A01 | ARBS | V2500 A-CHECK 1,A01
T314,97,321,321T,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T314,97,321,321T,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T314,97,321,321T,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T314,97,321,321T,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T314,267,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T314,274,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T314,279,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T314,279,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T314,284,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T314,296,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T315,29,321,321T,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T315,120,321,321T,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T315,120,321,321T,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T315,120,321,321T,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T315,120,321,321T,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T315,300,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T315,304,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T315,304,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T315,315,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T315,327,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T315,336,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T316,79,321,321T,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T316,165,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T316,166,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T316,172,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T316,173,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T316,173,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T316,174,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T317,80,321,321T,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T317,168,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T317,168,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T317,166,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T317,174,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T317,171,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T317,184,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T318,54,321,321T,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T318,54,321,321T,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T318,54,321,321T,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T318,54,321,321T,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T318,203,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T318,221,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T318,221,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T318,233,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T318,232,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T318,240,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T319,36,321,321T,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T319,54,321,321T,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T319,54,321,321T,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T319,79,321,321T,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T319,83,321,321T,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T319,82,321,321T,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T319,88,321,321T,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T032,46,319,319S,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T032,188,319,319S,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T032,188,319,319S,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T032,188,319,319S,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T032,188,319,319S,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T320,71,319,H319,120,,,CKC | A01 | ARBS | V2500 A-CHECK 1,A01
T321,17,319,H319,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T321,393,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T321,393,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T321,393,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T321,393,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T322,52,319,H319,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T323,62,319,H319,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T323,265,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T323,265,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T323,265,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T323,265,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T323,265,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T323,265,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T324,112,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T325,82,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T325,596,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T325,593,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T325,620,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T325,629,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T325,605,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T325,596,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T325,123,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T325,132,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T325,135,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T325,140,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T326,104,319,H319,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T326,590,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T326,130,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T326,122,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T326,119,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T326,577,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T326,609,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T326,599,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T326,577,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T326,592,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T326,124,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T327,52,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T328,43,319,H319,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T329,75,319,H319,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T033,32,320,A320,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T033,375,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T033,375,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T033,375,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T033,375,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T033,375,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T033,375,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T330,65,319,H319,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T330,202,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T330,204,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T330,159,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T330,153,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T331,32,319,H319,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T331,166,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T331,168,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T331,174,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T331,174,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T331,180,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T331,208,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T331,484,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T331,424,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T331,476,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T331,478,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T332,42,319,H319,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T332,545,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T332,540,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T332,541,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T332,271,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T332,255,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T332,255,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T332,517,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T332,218,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T332,220,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T332,227,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T333,109,319,H319,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T333,317,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T333,327,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T333,332,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T334,8,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T334,33,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T334,24,319,H319,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T334,38,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T334,53,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T334,57,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T334,303,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T334,306,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T334,289,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T334,724,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T334,313,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T335,73,319,H319,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T335,40,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T335,61,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T335,69,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T335,84,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T335,76,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T335,316,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T335,309,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T335,322,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T335,314,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T335,59,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T336,87,319,H319,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T337,72,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T338,112,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T339,86,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T339,226,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T339,455,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T339,201,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T339,217,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T339,469,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T339,453,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T339,189,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T339,217,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T339,226,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T339,470,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T034,75,320,A320,120,,,CKC | A09 | ARBS | CFM A-CHECK 9,A09
T034,336,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T034,336,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T034,336,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T034,336,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T034,336,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T034,336,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T340,155,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T340,185,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T340,185,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T340,207,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T340,217,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T340,242,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T340,524,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T340,524,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T340,524,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T340,473,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T341,68,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T341,102,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T341,106,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T341,106,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T341,127,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T341,141,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T341,145,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T342,81,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T342,159,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T342,173,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T342,177,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T342,176,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T342,179,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T342,179,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T343,26,319,H319,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T343,85,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T343,100,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T343,100,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T343,98,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T343,104,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T343,105,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T344,75,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T344,183,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T344,201,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T344,205,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T344,206,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T344,216,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T344,216,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T345,29,319,H319,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T345,130,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T345,140,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T345,140,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T345,144,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T345,149,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T345,155,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T346,78,319,H319,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T346,167,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T346,199,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T346,202,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T346,208,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T346,208,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T346,209,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T347,48,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T347,48,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T347,48,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T347,48,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T347,67,319,H319,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T347,260,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T347,265,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T347,265,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T347,270,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T347,273,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T347,291,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T348,37,319,H319,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T348,189,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T348,191,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T348,197,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T348,201,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T348,201,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T348,213,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T349,26,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T349,43,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T349,46,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T349,46,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T349,75,319,H319,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T035,44,320,A320,120,,,CKC | A08 | ARBS | CFM A-CHECK 8,A08
T035,385,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T035,385,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T035,385,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T035,385,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T035,385,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T035,385,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T350,53,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T350,53,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T350,74,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T350,76,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T350,80,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T350,80,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T351,25,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T351,25,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T351,25,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T351,97,319,H319,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T351,245,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T351,254,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T351,258,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T351,258,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T351,268,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T351,266,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T352,78,319,H319,120,,,CKC | A05 | ARBS | V2500 A-CHECK 5,A05
T353,192,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T353,166,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T353,203,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T353,199,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T354,56,319,H319,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T354,77,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T354,79,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T354,88,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T354,283,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T354,720,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T354,308,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T354,289,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T354,720,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T354,292,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T355,81,319,H319,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T355,352,319,H319,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T355,72,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T355,310,319,H319,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T355,70,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T355,64,319,H319,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T355,70,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T355,67,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T355,360,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T355,353,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T355,48,319,H319,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T356,52,319,H319,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T356,143,319,H319,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T356,153,319,H319,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T356,148,319,H319,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T356,457,319,H319,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T356,430,319,H319,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T356,143,319,H319,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
