STATION,EQP,SUBFLEET,STARTDT,ENDDT,CHECK_QUAL_COUNT
STA_7,737,738R,11/10/2023,11/10/2023,0
STA_7,737,738R,11/11/2023,11/11/2023,0
STA_7,737,738R,11/12/2023,11/12/2023,0
STA_7,737,738R,11/13/2023,11/13/2023,0
STA_7,737,738R,11/14/2023,11/14/2023,0
STA_7,737,738R,11/15/2023,11/15/2023,0
STA_7,737,738R,11/16/2023,11/16/2023,0
STA_7,737,738R,11/17/2023,11/17/2023,0
STA_7,737,738R,11/18/2023,11/18/2023,0
STA_7,737,738R,11/19/2023,11/19/2023,0
STA_7,737,738R,11/20/2023,11/20/2023,0
STA_7,737,738R,11/21/2023,11/21/2023,0
STA_7,737,738R,11/22/2023,11/22/2023,0
STA_7,737,738R,11/23/2023,11/23/2023,0
STA_7,737,738R,11/24/2023,11/24/2023,0
STA_7,737,738R,11/25/2023,11/25/2023,0
STA_7,737,738R,11/26/2023,11/26/2023,0
STA_7,737,738R,11/27/2023,11/27/2023,0
STA_7,737,738R,11/28/2023,11/28/2023,0
STA_7,737,738R,11/29/2023,11/29/2023,0
STA_7,737,738R,11/30/2023,11/30/2023,0
STA_7,737,738R,12/1/2023,12/1/2023,0
STA_7,737,738R,12/2/2023,12/2/2023,0
STA_7,737,738R,12/3/2023,12/3/2023,0
STA_7,737,738R,12/4/2023,12/4/2023,0
STA_7,737,738R,12/5/2023,12/5/2023,0
STA_7,737,738R,12/6/2023,12/6/2023,0
STA_7,737,738R,12/7/2023,12/7/2023,0
STA_7,737,738R,12/8/2023,12/8/2023,0
STA_7,737,738R,12/9/2023,12/9/2023,0
STA_7,737,738R,12/10/2023,12/10/2023,0
STA_7,737,738R,12/11/2023,12/11/2023,0
STA_7,737,738R,12/12/2023,12/12/2023,0
STA_7,737,738R,12/13/2023,12/13/2023,0
STA_7,737,738R,12/14/2023,12/14/2023,0
STA_7,737,738R,12/15/2023,12/15/2023,0
STA_7,737,738R,12/16/2023,12/16/2023,0
STA_7,737,738R,12/17/2023,12/17/2023,0
STA_7,737,738R,12/18/2023,12/18/2023,0
STA_7,737,738R,12/19/2023,12/19/2023,0
STA_7,737,738R,12/20/2023,12/20/2023,0
STA_7,737,738R,12/21/2023,12/21/2023,0
STA_7,737,738R,12/22/2023,12/22/2023,0
STA_7,737,738R,12/23/2023,12/23/2023,0
STA_7,737,738R,12/24/2023,12/24/2023,0
STA_7,737,738R,12/25/2023,12/25/2023,0
STA_7,737,738R,12/26/2023,12/26/2023,0
STA_7,737,738R,12/27/2023,12/27/2023,0
STA_7,737,738R,12/28/2023,12/28/2023,0
STA_7,737,738R,12/29/2023,12/29/2023,0
STA_7,737,738R,12/30/2023,12/30/2023,0
STA_7,737,738R,12/31/2023,12/31/2023,0
STA_7,737,738R,1/1/2024,1/1/2024,0
STA_7,737,738R,1/2/2024,1/2/2024,0
STA_7,737,738R,1/3/2024,1/3/2024,0
STA_7,737,738R,1/4/2024,1/4/2024,0
STA_7,737,738R,1/5/2024,1/5/2024,0
STA_7,737,738R,1/6/2024,1/6/2024,0
STA_7,737,738R,1/7/2024,1/7/2024,0
STA_7,737,738R,1/8/2024,1/8/2024,0
STA_7,737,738R,1/9/2024,1/9/2024,0
STA_7,737,738R,1/10/2024,1/10/2024,0
STA_7,737,738R,1/11/2024,1/11/2024,0
STA_7,737,738R,1/12/2024,1/12/2024,0
STA_7,737,738R,1/13/2024,1/13/2024,0
STA_7,737,738R,1/14/2024,1/14/2024,0
STA_7,737,738R,1/15/2024,1/15/2024,0
STA_7,737,738R,1/16/2024,1/16/2024,0
STA_7,737,738R,1/17/2024,1/17/2024,0
STA_7,737,738R,1/18/2024,1/18/2024,0
STA_7,737,738R,1/19/2024,1/19/2024,0
STA_7,737,738R,1/20/2024,1/20/2024,0
STA_7,737,738R,1/21/2024,1/21/2024,0
STA_7,737,738R,1/22/2024,1/22/2024,0
STA_7,737,738R,1/23/2024,1/23/2024,0
STA_7,737,738R,1/24/2024,1/24/2024,0
STA_7,737,738R,1/25/2024,1/25/2024,0
STA_7,737,738R,1/26/2024,1/26/2024,0
STA_7,737,738R,1/27/2024,1/27/2024,0
STA_7,737,738R,1/28/2024,1/28/2024,0
STA_7,737,738R,1/29/2024,1/29/2024,0
STA_7,737,738R,1/30/2024,1/30/2024,0
STA_7,737,738R,1/31/2024,1/31/2024,0
STA_7,737,738R,2/1/2024,2/1/2024,0
STA_7,737,738R,2/2/2024,2/2/2024,0
STA_7,737,738R,2/3/2024,2/3/2024,0
STA_7,737,738R,2/4/2024,2/4/2024,0
STA_7,737,738R,2/5/2024,2/5/2024,0
STA_7,737,738R,2/6/2024,2/6/2024,0
STA_7,737,738R,2/7/2024,2/7/2024,0
STA_7,737,738R,2/8/2024,2/8/2024,0
STA_7,737,738R,2/9/2024,2/9/2024,0
STA_7,737,738R,2/10/2024,2/10/2024,0
STA_7,737,738R,2/11/2024,2/11/2024,0
STA_7,737,738R,2/12/2024,2/12/2024,0
STA_7,737,738R,2/13/2024,2/13/2024,0
STA_7,737,738R,2/15/2024,2/15/2024,0
STA_7,737,738R,2/16/2024,2/16/2024,0
STA_7,737,738R,2/17/2024,2/17/2024,0
STA_7,737,738R,2/19/2024,2/19/2024,0
STA_7,737,738R,2/20/2024,2/20/2024,0
STA_7,737,738R,2/21/2024,2/21/2024,0
STA_7,737,738R,2/22/2024,2/22/2024,0
STA_7,737,738R,2/23/2024,2/23/2024,0
STA_7,737,738R,2/24/2024,2/24/2024,0
STA_7,737,738R,2/26/2024,2/26/2024,0
STA_7,737,738R,2/27/2024,2/27/2024,0
STA_7,737,738R,2/28/2024,2/28/2024,0
STA_7,737,738R,2/29/2024,2/29/2024,0
STA_7,737,738R,3/1/2024,3/1/2024,0
STA_7,737,738R,3/2/2024,3/2/2024,0
STA_8,737,738R,11/4/2023,11/4/2023,0
STA_10,737,738R,11/4/2023,11/4/2023,4
STA_10,737,738R,11/5/2023,11/5/2023,3
STA_10,737,738R,11/6/2023,11/6/2023,3
STA_10,737,738R,11/7/2023,11/7/2023,0
STA_10,737,738R,11/8/2023,11/8/2023,1
STA_10,737,738R,11/9/2023,11/9/2023,3
STA_10,737,738R,11/10/2023,11/10/2023,1
STA_10,737,738R,11/11/2023,11/11/2023,2
STA_10,737,738R,11/12/2023,11/12/2023,2
STA_10,737,738R,11/13/2023,11/13/2023,3
STA_10,737,738R,11/14/2023,11/14/2023,1
STA_10,737,738R,11/15/2023,11/15/2023,1
STA_10,737,738R,11/16/2023,11/16/2023,2
STA_10,737,738R,11/17/2023,11/17/2023,2
STA_10,737,738R,11/18/2023,11/18/2023,1
STA_10,737,738R,11/19/2023,11/19/2023,1
STA_10,737,738R,11/20/2023,11/20/2023,0
STA_10,737,738R,11/21/2023,11/21/2023,0
STA_10,737,738R,11/22/2023,11/22/2023,4
STA_10,737,738R,11/23/2023,11/23/2023,2
STA_10,737,738R,11/24/2023,11/24/2023,0
STA_10,737,738R,11/25/2023,11/25/2023,2
STA_10,737,738R,11/26/2023,11/26/2023,1
STA_10,737,738R,11/27/2023,11/27/2023,0
STA_10,737,738R,11/28/2023,11/28/2023,0
STA_10,737,738R,11/29/2023,11/29/2023,1
STA_10,737,738R,11/30/2023,11/30/2023,2
STA_10,737,738R,12/1/2023,12/1/2023,2
STA_10,737,738R,12/2/2023,12/2/2023,1
STA_10,737,738R,12/3/2023,12/3/2023,0
STA_10,737,738R,12/4/2023,12/4/2023,4
STA_10,737,738R,12/5/2023,12/5/2023,4
STA_10,737,738R,12/6/2023,12/6/2023,1
STA_10,737,738R,12/7/2023,12/7/2023,2
STA_10,737,738R,12/8/2023,12/8/2023,2
STA_10,737,738R,12/9/2023,12/9/2023,1
STA_10,737,738R,12/10/2023,12/10/2023,2
STA_10,737,738R,12/11/2023,12/11/2023,4
STA_10,737,738R,12/12/2023,12/12/2023,4
STA_10,737,738R,12/13/2023,12/13/2023,1
STA_10,737,738R,12/14/2023,12/14/2023,2
STA_10,737,738R,12/15/2023,12/15/2023,2
STA_10,737,738R,12/16/2023,12/16/2023,2
STA_10,737,738R,12/17/2023,12/17/2023,2
STA_10,737,738R,12/18/2023,12/18/2023,3
STA_10,737,738R,12/19/2023,12/19/2023,3
STA_10,737,738R,12/20/2023,12/20/2023,3
STA_10,737,738R,12/21/2023,12/21/2023,3
STA_10,737,738R,12/22/2023,12/22/2023,0
STA_10,737,738R,12/23/2023,12/23/2023,3
STA_10,737,738R,12/24/2023,12/24/2023,5
STA_10,737,738R,12/25/2023,12/25/2023,3
STA_10,737,738R,12/26/2023,12/26/2023,3
STA_10,737,738R,12/27/2023,12/27/2023,3
STA_10,737,738R,12/28/2023,12/28/2023,3
STA_10,737,738R,12/29/2023,12/29/2023,0
STA_10,737,738R,12/30/2023,12/30/2023,3
STA_10,737,738R,12/31/2023,12/31/2023,1
STA_10,737,738R,1/1/2024,1/1/2024,3
STA_10,737,738R,1/2/2024,1/2/2024,3
STA_10,737,738R,1/3/2024,1/3/2024,1
STA_10,737,738R,1/4/2024,1/4/2024,2
STA_10,737,738R,1/5/2024,1/5/2024,0
STA_10,737,738R,1/6/2024,1/6/2024,3
STA_10,737,738R,1/7/2024,1/7/2024,1
STA_10,737,738R,1/8/2024,1/8/2024,0
STA_10,737,738R,1/9/2024,1/9/2024,0
STA_10,737,738R,1/10/2024,1/10/2024,0
STA_10,737,738R,1/11/2024,1/11/2024,1
STA_10,737,738R,1/12/2024,1/12/2024,1
STA_10,737,738R,1/13/2024,1/13/2024,2
STA_10,737,738R,1/14/2024,1/14/2024,1
STA_10,737,738R,1/15/2024,1/15/2024,0
STA_10,737,738R,1/16/2024,1/16/2024,0
STA_10,737,738R,1/17/2024,1/17/2024,0
STA_10,737,738R,1/18/2024,1/18/2024,1
STA_10,737,738R,1/19/2024,1/19/2024,1
STA_10,737,738R,1/20/2024,1/20/2024,0
STA_10,737,738R,1/21/2024,1/21/2024,1
STA_10,737,738R,1/22/2024,1/22/2024,0
STA_10,737,738R,1/23/2024,1/23/2024,0
STA_10,737,738R,1/24/2024,1/24/2024,0
STA_10,737,738R,1/25/2024,1/25/2024,1
STA_10,737,738R,1/26/2024,1/26/2024,1
STA_10,737,738R,1/27/2024,1/27/2024,0
STA_10,737,738R,1/28/2024,1/28/2024,1
STA_10,737,738R,1/29/2024,1/29/2024,0
STA_10,737,738R,1/30/2024,1/30/2024,0
STA_10,737,738R,1/31/2024,1/31/2024,0
STA_10,737,738R,2/1/2024,2/1/2024,1
STA_10,737,738R,2/2/2024,2/2/2024,1
STA_10,737,738R,2/3/2024,2/3/2024,0
STA_10,737,738R,2/4/2024,2/4/2024,1
STA_10,737,738R,2/5/2024,2/5/2024,0
STA_10,737,738R,2/6/2024,2/6/2024,0
STA_10,737,738R,2/7/2024,2/7/2024,0
STA_10,737,738R,2/8/2024,2/8/2024,1
STA_10,737,738R,2/9/2024,2/9/2024,1
STA_10,737,738R,2/10/2024,2/10/2024,0
STA_10,737,738R,2/11/2024,2/11/2024,1
STA_10,737,738R,2/12/2024,2/12/2024,0
STA_10,737,738R,2/13/2024,2/13/2024,0
STA_10,737,738R,2/15/2024,2/15/2024,0
STA_10,737,738R,2/16/2024,2/16/2024,0
STA_10,737,738R,2/17/2024,2/17/2024,0
STA_10,737,738R,2/19/2024,2/19/2024,0
STA_10,737,738R,2/20/2024,2/20/2024,0
STA_10,737,738R,2/21/2024,2/21/2024,0
STA_10,737,738R,2/22/2024,2/22/2024,0
STA_10,737,738R,2/23/2024,2/23/2024,0
STA_10,737,738R,2/24/2024,2/24/2024,0
STA_10,737,738R,2/26/2024,2/26/2024,0
STA_10,737,738R,2/27/2024,2/27/2024,0
STA_10,737,738R,2/28/2024,2/28/2024,0
STA_10,737,738R,2/29/2024,2/29/2024,0
STA_10,737,738R,3/1/2024,3/1/2024,0
STA_10,737,738R,3/2/2024,3/2/2024,0
STA_11,737,738R,11/5/2023,11/5/2023,1
STA_11,737,738R,11/6/2023,11/6/2023,1
STA_11,737,738R,11/7/2023,11/7/2023,1
STA_11,737,738R,11/8/2023,11/8/2023,1
STA_11,737,738R,11/9/2023,11/9/2023,1
STA_11,737,738R,11/10/2023,11/10/2023,1
STA_11,737,738R,11/11/2023,11/11/2023,0
STA_11,737,738R,11/12/2023,11/12/2023,1
STA_11,737,738R,11/13/2023,11/13/2023,1
STA_11,737,738R,11/14/2023,11/14/2023,1
STA_11,737,738R,12/9/2023,12/9/2023,0
STA_11,737,738R,12/16/2023,12/16/2023,0
STA_12,737,738R,11/4/2023,11/4/2023,2
STA_12,737,738R,11/5/2023,11/5/2023,5
STA_12,737,738R,11/6/2023,11/6/2023,5
STA_12,737,738R,11/7/2023,11/7/2023,4
STA_12,737,738R,11/8/2023,11/8/2023,5
STA_12,737,738R,11/9/2023,11/9/2023,4
STA_12,737,738R,11/10/2023,11/10/2023,5
STA_12,737,738R,11/11/2023,11/11/2023,5
STA_12,737,738R,11/12/2023,11/12/2023,6
STA_12,737,738R,11/13/2023,11/13/2023,5
STA_12,737,738R,11/14/2023,11/14/2023,4
STA_12,737,738R,11/15/2023,11/15/2023,5
STA_12,737,738R,11/16/2023,11/16/2023,6
STA_12,737,738R,11/17/2023,11/17/2023,6
STA_12,737,738R,11/18/2023,11/18/2023,6
STA_12,737,738R,11/19/2023,11/19/2023,6
STA_12,737,738R,11/20/2023,11/20/2023,6
STA_12,737,738R,11/21/2023,11/21/2023,5
STA_12,737,738R,11/22/2023,11/22/2023,6
STA_12,737,738R,11/23/2023,11/23/2023,6
STA_12,737,738R,11/24/2023,11/24/2023,5
STA_12,737,738R,11/25/2023,11/25/2023,4
STA_12,737,738R,11/26/2023,11/26/2023,5
STA_12,737,738R,11/27/2023,11/27/2023,6
STA_12,737,738R,11/28/2023,11/28/2023,7
STA_12,737,738R,11/29/2023,11/29/2023,6
STA_12,737,738R,11/30/2023,11/30/2023,6
STA_12,737,738R,12/1/2023,12/1/2023,6
STA_12,737,738R,12/2/2023,12/2/2023,7
STA_12,737,738R,12/3/2023,12/3/2023,6
STA_12,737,738R,12/4/2023,12/4/2023,5
STA_12,737,738R,12/5/2023,12/5/2023,4
STA_12,737,738R,12/6/2023,12/6/2023,5
STA_12,737,738R,12/7/2023,12/7/2023,5
STA_12,737,738R,12/8/2023,12/8/2023,5
STA_12,737,738R,12/9/2023,12/9/2023,5
STA_12,737,738R,12/10/2023,12/10/2023,5
STA_12,737,738R,12/11/2023,12/11/2023,5
STA_12,737,738R,12/12/2023,12/12/2023,4
STA_12,737,738R,12/13/2023,12/13/2023,5
STA_12,737,738R,12/14/2023,12/14/2023,5
STA_12,737,738R,12/15/2023,12/15/2023,5
STA_12,737,738R,12/16/2023,12/16/2023,5
STA_12,737,738R,12/17/2023,12/17/2023,5
STA_12,737,738R,12/18/2023,12/18/2023,5
STA_12,737,738R,12/19/2023,12/19/2023,4
STA_12,737,738R,12/20/2023,12/20/2023,6
STA_12,737,738R,12/21/2023,12/21/2023,6
STA_12,737,738R,12/22/2023,12/22/2023,0
STA_12,737,738R,12/23/2023,12/23/2023,6
STA_12,737,738R,12/24/2023,12/24/2023,6
STA_12,737,738R,12/25/2023,12/25/2023,7
STA_12,737,738R,12/26/2023,12/26/2023,6
STA_12,737,738R,12/27/2023,12/27/2023,6
STA_12,737,738R,12/28/2023,12/28/2023,6
STA_12,737,738R,12/29/2023,12/29/2023,6
STA_12,737,738R,12/30/2023,12/30/2023,6
STA_12,737,738R,12/31/2023,12/31/2023,5
STA_12,737,738R,1/1/2024,1/1/2024,6
STA_12,737,738R,1/2/2024,1/2/2024,6
STA_12,737,738R,1/3/2024,1/3/2024,6
STA_12,737,738R,1/4/2024,1/4/2024,6
STA_12,737,738R,1/5/2024,1/5/2024,6
STA_12,737,738R,1/6/2024,1/6/2024,6
STA_12,737,738R,1/7/2024,1/7/2024,5
STA_12,737,738R,1/8/2024,1/8/2024,3
STA_12,737,738R,1/9/2024,1/9/2024,2
STA_12,737,738R,1/10/2024,1/10/2024,2
STA_12,737,738R,1/11/2024,1/11/2024,3
STA_12,737,738R,1/12/2024,1/12/2024,3
STA_12,737,738R,1/13/2024,1/13/2024,2
STA_12,737,738R,1/14/2024,1/14/2024,3
STA_12,737,738R,1/15/2024,1/15/2024,3
STA_12,737,738R,1/16/2024,1/16/2024,2
STA_12,737,738R,1/17/2024,1/17/2024,2
STA_12,737,738R,1/18/2024,1/18/2024,3
STA_12,737,738R,1/19/2024,1/19/2024,3
STA_12,737,738R,1/20/2024,1/20/2024,2
STA_12,737,738R,1/21/2024,1/21/2024,3
STA_12,737,738R,1/22/2024,1/22/2024,3
STA_12,737,738R,1/23/2024,1/23/2024,2
STA_12,737,738R,1/24/2024,1/24/2024,2
STA_12,737,738R,1/25/2024,1/25/2024,3
STA_12,737,738R,1/26/2024,1/26/2024,3
STA_12,737,738R,1/27/2024,1/27/2024,2
STA_12,737,738R,1/28/2024,1/28/2024,3
STA_12,737,738R,1/29/2024,1/29/2024,3
STA_12,737,738R,1/30/2024,1/30/2024,2
STA_12,737,738R,1/31/2024,1/31/2024,2
STA_12,737,738R,2/1/2024,2/1/2024,3
STA_12,737,738R,2/2/2024,2/2/2024,3
STA_12,737,738R,2/3/2024,2/3/2024,2
STA_12,737,738R,2/4/2024,2/4/2024,3
STA_12,737,738R,2/5/2024,2/5/2024,3
STA_12,737,738R,2/6/2024,2/6/2024,2
STA_12,737,738R,2/7/2024,2/7/2024,2
STA_12,737,738R,2/8/2024,2/8/2024,3
STA_12,737,738R,2/9/2024,2/9/2024,3
STA_12,737,738R,2/10/2024,2/10/2024,2
STA_12,737,738R,2/11/2024,2/11/2024,3
STA_12,737,738R,2/12/2024,2/12/2024,3
STA_12,737,738R,2/13/2024,2/13/2024,2
STA_12,737,738R,2/15/2024,2/15/2024,1
STA_12,737,738R,2/16/2024,2/16/2024,1
STA_12,737,738R,2/17/2024,2/17/2024,1
STA_12,737,738R,2/19/2024,2/19/2024,1
STA_12,737,738R,2/20/2024,2/20/2024,1
STA_12,737,738R,2/21/2024,2/21/2024,1
STA_12,737,738R,2/22/2024,2/22/2024,1
STA_12,737,738R,2/23/2024,2/23/2024,1
STA_12,737,738R,2/24/2024,2/24/2024,1
STA_12,737,738R,2/26/2024,2/26/2024,1
STA_12,737,738R,2/27/2024,2/27/2024,1
STA_12,737,738R,2/28/2024,2/28/2024,1
STA_12,737,738R,2/29/2024,2/29/2024,1
STA_12,737,738R,3/1/2024,3/1/2024,1
STA_12,737,738R,3/2/2024,3/2/2024,1
STA_16,737,738R,1/8/2024,1/8/2024,0
STA_16,737,738R,1/9/2024,1/9/2024,0
STA_16,737,738R,1/10/2024,1/10/2024,0
STA_16,737,738R,1/11/2024,1/11/2024,0
STA_16,737,738R,1/12/2024,1/12/2024,0
STA_16,737,738R,1/13/2024,1/13/2024,0
STA_16,737,738R,1/14/2024,1/14/2024,0
STA_16,737,738R,1/15/2024,1/15/2024,0
STA_16,737,738R,1/16/2024,1/16/2024,0
STA_16,737,738R,1/17/2024,1/17/2024,0
STA_16,737,738R,1/18/2024,1/18/2024,0
STA_16,737,738R,1/19/2024,1/19/2024,0
STA_16,737,738R,1/20/2024,1/20/2024,0
STA_16,737,738R,1/21/2024,1/21/2024,0
STA_16,737,738R,1/22/2024,1/22/2024,0
STA_16,737,738R,1/23/2024,1/23/2024,0
STA_16,737,738R,1/24/2024,1/24/2024,0
STA_16,737,738R,1/25/2024,1/25/2024,0
STA_16,737,738R,1/26/2024,1/26/2024,0
STA_16,737,738R,1/27/2024,1/27/2024,0
STA_16,737,738R,1/28/2024,1/28/2024,0
STA_16,737,738R,1/29/2024,1/29/2024,0
STA_16,737,738R,1/30/2024,1/30/2024,0
STA_16,737,738R,1/31/2024,1/31/2024,0
STA_16,737,738R,2/1/2024,2/1/2024,0
STA_16,737,738R,2/2/2024,2/2/2024,0
STA_16,737,738R,2/3/2024,2/3/2024,0
STA_16,737,738R,2/4/2024,2/4/2024,0
STA_16,737,738R,2/5/2024,2/5/2024,0
STA_16,737,738R,2/6/2024,2/6/2024,0
STA_16,737,738R,2/7/2024,2/7/2024,0
STA_16,737,738R,2/8/2024,2/8/2024,0
STA_16,737,738R,2/9/2024,2/9/2024,0
STA_16,737,738R,2/10/2024,2/10/2024,0
STA_16,737,738R,2/11/2024,2/11/2024,0
STA_16,737,738R,2/12/2024,2/12/2024,0
STA_16,737,738R,2/13/2024,2/13/2024,0
STA_16,737,738R,2/15/2024,2/15/2024,0
STA_16,737,738R,2/16/2024,2/16/2024,0
STA_16,737,738R,2/17/2024,2/17/2024,0
STA_16,737,738R,2/19/2024,2/19/2024,0
STA_16,737,738R,2/20/2024,2/20/2024,0
STA_16,737,738R,2/21/2024,2/21/2024,0
STA_16,737,738R,2/22/2024,2/22/2024,0
STA_16,737,738R,2/23/2024,2/23/2024,0
STA_16,737,738R,2/24/2024,2/24/2024,0
STA_16,737,738R,2/26/2024,2/26/2024,0
STA_16,737,738R,2/27/2024,2/27/2024,0
STA_16,737,738R,2/28/2024,2/28/2024,0
STA_16,737,738R,2/29/2024,2/29/2024,0
STA_16,737,738R,3/1/2024,3/1/2024,0
STA_16,737,738R,3/2/2024,3/2/2024,0
STA_26,737,738R,1/8/2024,1/8/2024,0
STA_26,737,738R,1/9/2024,1/9/2024,0
STA_26,737,738R,1/10/2024,1/10/2024,0
STA_26,737,738R,1/11/2024,1/11/2024,0
STA_26,737,738R,1/12/2024,1/12/2024,0
STA_26,737,738R,1/13/2024,1/13/2024,0
STA_26,737,738R,1/14/2024,1/14/2024,0
STA_26,737,738R,1/15/2024,1/15/2024,0
STA_26,737,738R,1/16/2024,1/16/2024,0
STA_26,737,738R,1/17/2024,1/17/2024,0
STA_26,737,738R,1/18/2024,1/18/2024,0
STA_26,737,738R,1/19/2024,1/19/2024,0
STA_26,737,738R,1/20/2024,1/20/2024,0
STA_26,737,738R,1/21/2024,1/21/2024,0
STA_26,737,738R,1/22/2024,1/22/2024,0
STA_26,737,738R,1/23/2024,1/23/2024,0
STA_26,737,738R,1/24/2024,1/24/2024,0
STA_26,737,738R,1/25/2024,1/25/2024,0
STA_26,737,738R,1/26/2024,1/26/2024,0
STA_26,737,738R,1/27/2024,1/27/2024,0
STA_26,737,738R,1/28/2024,1/28/2024,0
STA_26,737,738R,1/29/2024,1/29/2024,0
STA_26,737,738R,1/30/2024,1/30/2024,0
STA_26,737,738R,1/31/2024,1/31/2024,0
STA_26,737,738R,2/1/2024,2/1/2024,0
STA_26,737,738R,2/2/2024,2/2/2024,0
STA_26,737,738R,2/3/2024,2/3/2024,0
STA_26,737,738R,2/4/2024,2/4/2024,0
STA_26,737,738R,2/5/2024,2/5/2024,0
STA_26,737,738R,2/6/2024,2/6/2024,0
STA_26,737,738R,2/7/2024,2/7/2024,0
STA_26,737,738R,2/8/2024,2/8/2024,0
STA_26,737,738R,2/9/2024,2/9/2024,0
STA_26,737,738R,2/10/2024,2/10/2024,0
STA_26,737,738R,2/11/2024,2/11/2024,0
STA_26,737,738R,2/12/2024,2/12/2024,0
STA_26,737,738R,2/13/2024,2/13/2024,0
STA_26,737,738R,2/15/2024,2/15/2024,0
STA_26,737,738R,2/16/2024,2/16/2024,0
STA_26,737,738R,2/17/2024,2/17/2024,0
STA_26,737,738R,2/19/2024,2/19/2024,0
STA_26,737,738R,2/20/2024,2/20/2024,0
STA_26,737,738R,2/21/2024,2/21/2024,0
STA_26,737,738R,2/22/2024,2/22/2024,0
STA_26,737,738R,2/23/2024,2/23/2024,0
STA_26,737,738R,2/24/2024,2/24/2024,0
STA_26,737,738R,2/26/2024,2/26/2024,0
STA_26,737,738R,2/27/2024,2/27/2024,0
STA_26,737,738R,2/28/2024,2/28/2024,0
STA_26,737,738R,2/29/2024,2/29/2024,0
STA_26,737,738R,3/1/2024,3/1/2024,0
STA_26,737,738R,3/2/2024,3/2/2024,0
STA_30,737,738R,11/5/2023,11/5/2023,0
STA_30,737,738R,11/6/2023,11/6/2023,0
STA_30,737,738R,11/7/2023,11/7/2023,0
STA_30,737,738R,11/8/2023,11/8/2023,0
STA_30,737,738R,11/9/2023,11/9/2023,0
STA_30,737,738R,11/10/2023,11/10/2023,0
STA_30,737,738R,11/11/2023,11/11/2023,0
STA_30,737,738R,11/12/2023,11/12/2023,0
STA_30,737,738R,11/13/2023,11/13/2023,0
STA_30,737,738R,11/14/2023,11/14/2023,0
STA_30,737,738R,11/15/2023,11/15/2023,0
STA_30,737,738R,11/16/2023,11/16/2023,0
STA_30,737,738R,11/17/2023,11/17/2023,0
STA_30,737,738R,11/18/2023,11/18/2023,0
STA_30,737,738R,11/19/2023,11/19/2023,0
STA_30,737,738R,11/20/2023,11/20/2023,0
STA_30,737,738R,11/21/2023,11/21/2023,0
STA_30,737,738R,11/22/2023,11/22/2023,0
STA_30,737,738R,11/23/2023,11/23/2023,1
STA_30,737,738R,11/24/2023,11/24/2023,0
STA_30,737,738R,11/25/2023,11/25/2023,0
STA_30,737,738R,11/26/2023,11/26/2023,0
STA_30,737,738R,11/27/2023,11/27/2023,0
STA_30,737,738R,11/28/2023,11/28/2023,0
STA_30,737,738R,11/29/2023,11/29/2023,0
STA_30,737,738R,11/30/2023,11/30/2023,0
STA_30,737,738R,12/1/2023,12/1/2023,0
STA_30,737,738R,12/2/2023,12/2/2023,0
STA_30,737,738R,12/3/2023,12/3/2023,0
STA_30,737,738R,12/4/2023,12/4/2023,0
STA_30,737,738R,12/5/2023,12/5/2023,0
STA_30,737,738R,12/6/2023,12/6/2023,0
STA_30,737,738R,12/7/2023,12/7/2023,0
STA_30,737,738R,12/8/2023,12/8/2023,0
STA_30,737,738R,12/9/2023,12/9/2023,0
STA_30,737,738R,12/10/2023,12/10/2023,0
STA_30,737,738R,12/11/2023,12/11/2023,0
STA_30,737,738R,12/12/2023,12/12/2023,0
STA_30,737,738R,12/13/2023,12/13/2023,0
STA_30,737,738R,12/14/2023,12/14/2023,0
STA_30,737,738R,12/15/2023,12/15/2023,0
STA_30,737,738R,12/16/2023,12/16/2023,0
STA_30,737,738R,12/17/2023,12/17/2023,0
STA_30,737,738R,12/18/2023,12/18/2023,0
STA_30,737,738R,12/19/2023,12/19/2023,0
STA_30,737,738R,12/20/2023,12/20/2023,1
STA_30,737,738R,12/21/2023,12/21/2023,1
STA_30,737,738R,12/22/2023,12/22/2023,0
STA_30,737,738R,12/23/2023,12/23/2023,1
STA_30,737,738R,12/25/2023,12/25/2023,1
STA_30,737,738R,12/26/2023,12/26/2023,1
STA_30,737,738R,12/27/2023,12/27/2023,1
STA_30,737,738R,12/28/2023,12/28/2023,1
STA_30,737,738R,12/29/2023,12/29/2023,1
STA_30,737,738R,12/30/2023,12/30/2023,1
STA_30,737,738R,12/31/2023,12/31/2023,1
STA_30,737,738R,1/1/2024,1/1/2024,1
STA_30,737,738R,1/2/2024,1/2/2024,1
STA_30,737,738R,1/3/2024,1/3/2024,1
STA_30,737,738R,1/4/2024,1/4/2024,1
STA_30,737,738R,1/5/2024,1/5/2024,1
STA_30,737,738R,1/6/2024,1/6/2024,1
STA_30,737,738R,1/7/2024,1/7/2024,0
STA_27,737,738R,11/4/2023,11/4/2023,2
STA_27,737,738R,11/5/2023,11/5/2023,0
STA_27,737,738R,11/6/2023,11/6/2023,0
STA_27,737,738R,11/7/2023,11/7/2023,0
STA_27,737,738R,11/8/2023,11/8/2023,0
STA_27,737,738R,11/9/2023,11/9/2023,0
STA_27,737,738R,11/10/2023,11/10/2023,0
STA_27,737,738R,11/11/2023,11/11/2023,0
STA_27,737,738R,11/12/2023,11/12/2023,0
STA_27,737,738R,11/13/2023,11/13/2023,0
STA_27,737,738R,11/14/2023,11/14/2023,0
